,int_pos,pair_id,status,cond,subject,app_int,app_n,app_p,fsp_int,fsp_n,fsp_p,sb_int,sb_n,sb_p,mwr_p,l_int,l_n
193,BC,69,F,control,f,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.604,90.601
194,BC,71,F,treatment,f,7.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,-132.94099999999997,99.167
195,BC,73,F,treatment,f,1.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-116.80000000000001,107.201
196,BC,75,S,treatment,f,13.0,0.0,1.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-0.1429999999999989,104.05099999999999
197,BC,77,S,treatment,f,7.0,0.0,-8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.705,-4.616
198,BC,79,S,control,f,1.0,-2.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-8.67,15.927999999999999
199,BC,1,S,control,m,16.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.132,102.243
200,BC,3,F,control,m,7.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.521,0.1700000000000017
201,BC,5,F,treatment,m,27.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-3.715,17.74499999999999
202,BC,7,F,treatment,m,-1.0,-2.0,-5.0,-2.0,-1.0,-4.0,0.0,0.0,0.0,0.0,53.650999999999996,45.834
203,BC,9,S,control,m,-16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.6140000000000008,-23.362000000000002
204,BC,13,S,control,m,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266,69.64099999999999
205,BC,15,F,control,m,-20.0,0.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,45.47,-0.13100000000000023
206,BC,17,F,treatment,m,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.297,34.019999999999996
207,BC,19,F,treatment,m,-1.0,-22.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.482,169.88600000000002
208,BC,21,S,treatment,m,21.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.608,-15.608000000000018
209,BC,23,S,treatment,m,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.521,2.692999999999998
210,BC,25,S,control,m,-10.0,-13.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,142.78900000000002,191.065
211,BC,27,F,control,m,-27.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5780000000000003,-5.4410000000000025
212,BC,29,F,control,m,-25.0,0.0,-2.0,-2.0,2.0,-1.0,0.0,0.0,0.0,0.0,2.2220000000000004,-39.45100000000001
213,BC,31,S,treatment,m,-3.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,41.507,125.88300000000001
214,BC,33,S,treatment,m,8.0,1.0,0.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9269999999999998,-31.223
215,BC,35,S,treatment,m,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.384,-1.3659999999999997
216,BC,37,S,treatment,m,8.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,BC,39,S,control,m,13.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,3.537,49.45800000000001
218,BC,41,F,control,m,18.0,-8.0,6.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.9910000000000001,110.709
219,BC,43,S,control,m,-13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130000000000002,-1.5640000000000072
220,BC,45,F,control,m,-10.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.48199999999999976,-0.4819999999999993
221,BC,47,S,treatment,m,-8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.934,0.472999999999999
222,BC,49,S,treatment,m,-21.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.083000000000002,7.1370000000000005
223,BC,51,S,treatment,m,-13.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,7.437,75.47300000000001
224,BC,53,S,treatment,m,29.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-18.758,-19.51299999999999
225,BC,55,S,control,m,36.0,-11.0,3.0,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,6.114999999999998,116.50299999999999
226,BC,57,F,control,m,-1.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.126,3.722999999999999
227,BC,59,S,control,m,5.0,-1.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.43299999999999994,62.778999999999996
228,BC,61,F,control,m,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.30199999999999,-23.828999999999994
229,BC,63,S,treatment,m,-5.0,2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-0.21799999999999975,-3.3969999999999985
230,BC,65,S,treatment,m,-3.0,-6.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,61.981,93.571
231,BC,67,S,control,m,1.0,4.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,6.894,-76.45899999999999
232,BC,69,F,control,m,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.601,90.601
233,BC,71,F,treatment,m,8.0,-1.0,0.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,-127.59299999999999,107.059
234,BC,73,F,treatment,m,-1.0,0.0,14.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-117.24,69.434
235,BC,75,S,treatment,m,45.0,0.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.237,10.362999999999985
236,BC,77,S,treatment,m,14.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.6160000000000005,69.168
237,BC,79,S,control,m,10.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.472999999999999,-7.927
238,BC,2,F,control,nf,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2360000000000002,0.6779999999999973
239,BC,4,S,control,nf,-4.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.516,0.1700000000000017
240,BC,6,S,treatment,nf,-3.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.355,38.712999999999994
241,BC,8,S,treatment,nf,0.0,0.0,2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,86.608,-4.182000000000002
242,BC,10,F,control,nf,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8629999999999995,15.736000000000004
243,BC,14,F,control,nf,7.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.239000000000004,-7.347999999999999
244,BC,16,S,control,nf,1.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.2029999999999994,113.613
245,BC,18,S,treatment,nf,-2.0,-4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3659999999999997,105.763
246,BC,20,S,treatment,nf,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.001999999999995,58.88600000000001
247,BC,22,F,treatment,nf,2.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.478,2.556999999999988
248,BC,24,F,treatment,nf,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.57900000000001,-15.472000000000008
249,BC,26,F,control,nf,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.524,85.524
250,BC,28,S,control,nf,-10.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.45599999999999,-5.4410000000000025
251,BC,30,S,control,nf,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.045,-26.211
252,BC,32,F,treatment,nf,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.984,30.27900000000001
253,BC,34,F,treatment,nf,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-108.722,-25.98599999999999
254,BC,36,F,treatment,nf,-1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.315999999999999,-4.620999999999995
255,BC,38,F,treatment,nf,19.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.504999999999995,3.2549999999999955
256,BC,40,F,control,nf,-8.0,-1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.951,7.812000000000012
257,BC,42,S,control,nf,6.0,-5.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,-38.712,112.557
258,BC,44,F,control,nf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.29,-1.5640000000000072
259,BC,46,S,control,nf,0.0,0.0,1.0,-4.0,0.0,-1.0,0.0,0.0,-2.0,0.0,20.613,-0.4819999999999993
260,BC,48,F,treatment,nf,-6.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.313,2.632000000000005
261,BC,50,F,treatment,nf,35.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.994999999999997,4.977999999999994
262,BC,52,F,treatment,nf,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.61500000000001,-7.503999999999991
263,BC,54,F,treatment,nf,-5.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,114.483,63.800000000000004
264,BC,56,F,control,nf,-3.0,-2.0,12.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,62.42999999999999,124.99499999999999
265,BC,58,S,control,nf,-3.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.837999999999997,3.722999999999999
266,BC,60,F,control,nf,-3.0,-2.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,54.896,65.329
267,BC,62,S,control,nf,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.142000000000003,14.816000000000003
268,BC,64,F,treatment,nf,-11.0,2.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.189,-32.929
269,BC,66,F,treatment,nf,0.0,-1.0,1.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,10.979,52.912000000000006
270,BC,68,F,control,nf,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,20.876999999999995,44.120000000000005
271,BC,70,S,control,nf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.601,90.601
272,BC,72,S,treatment,nf,2.0,0.0,-1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-113.90599999999999,112.407
273,BC,74,S,treatment,nf,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-18.94999999999999,95.57
274,BC,76,F,treatment,nf,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-39.108000000000004,6.672999999999988
275,BC,78,F,treatment,nf,-1.0,0.0,2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,24.766,92.762
276,BC,80,F,control,nf,7.0,3.0,0.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,-10.084,-68.101
277,BC,2,F,control,nm,-12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.652,0.6779999999999973
278,BC,4,S,control,nm,-3.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.704,0.1700000000000017
279,BC,6,S,treatment,nm,-3.0,-1.0,0.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,110.883,58.503
280,BC,8,S,treatment,nm,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,56.66799999999999,22.048999999999992
281,BC,10,F,control,nm,-5.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.162,37.321
282,BC,14,F,control,nm,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.503,92.435
283,BC,16,S,control,nm,-10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.811999999999998,-0.13100000000000023
284,BC,18,S,treatment,nm,-9.0,-8.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,8.544999999999998,100.80799999999999
285,BC,20,S,treatment,nm,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.925,58.88600000000001
286,BC,22,F,treatment,nm,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,-50.894,-44.518
287,BC,24,F,treatment,nm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.55800000000002,-15.472000000000008
288,BC,26,F,control,nm,-3.0,-9.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,82.499,174.72899999999998
289,BC,28,S,control,nm,-19.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5969999999999978,-5.4410000000000025
290,BC,30,S,control,nm,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-84.337,-27.921000000000006
291,BC,32,F,treatment,nm,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.721,30.27900000000001
292,BC,34,F,treatment,nm,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.647999999999996,0.6710000000000065
293,BC,36,F,treatment,nm,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644,-4.620999999999995
294,BC,38,F,treatment,nm,33.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.825,3.2549999999999955
295,BC,40,F,control,nm,5.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,28.398000000000003,49.057
296,BC,42,S,control,nm,1.0,2.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,-6.040000000000001,17.649
297,BC,44,F,control,nm,-3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,75.993,-1.5640000000000072
298,BC,46,S,control,nm,-9.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0809999999999995,-0.4819999999999993
299,BC,48,F,treatment,nm,-4.0,0.0,0.0,-7.0,0.0,0.0,-1.0,0.0,0.0,0.0,46.963,2.632000000000005
300,BC,50,F,treatment,nm,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.963,4.977999999999994
301,BC,52,F,treatment,nm,3.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.252,2.569999999999993
302,BC,54,F,treatment,nm,-23.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,102.418,8.134
303,BC,56,F,control,nm,-5.0,-19.0,-1.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,115.978,127.97999999999999
304,BC,58,S,control,nm,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,92.92099999999999,3.722999999999999
305,BC,60,F,control,nm,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-17.23599999999999,-11.057999999999993
306,BC,62,S,control,nm,0.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-24.72,-6.021000000000001
307,BC,64,F,treatment,nm,-4.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,25.374,-3.9539999999999935
308,BC,66,F,treatment,nm,-6.0,-2.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,16.823,39.769000000000005
309,BC,68,F,control,nm,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.488999999999997,3.3200000000000074
310,BC,70,S,control,nm,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.986000000000004,90.601
311,BC,72,S,treatment,nm,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,12.623000000000005,99.208
312,BC,74,S,treatment,nm,1.0,1.0,0.0,4.0,-4.0,1.0,0.0,0.0,0.0,0.0,-90.93099999999998,64.59799999999998
313,BC,76,F,treatment,nm,1.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,126.67299999999999,6.672999999999988
314,BC,78,F,treatment,nm,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.337000000000003,-0.9260000000000019
315,BC,80,F,control,nm,14.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,-23.332,-38.449
316,BC,2,F,control,f,18.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.153,-1.1530000000000058
317,BC,4,S,control,f,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.138,-0.13800000000000523
318,BC,6,S,treatment,f,5.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8489999999999998,3.2240000000000038
319,BC,8,S,treatment,f,10.0,0.0,3.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-11.002,76.138
320,BC,10,F,control,f,14.0,2.0,-1.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.694,-36.08
321,BC,12,S,control,f,-4.0,1.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,9.607,-27.506
322,BC,14,F,control,f,-24.0,0.0,-4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869,10.868999999999986
323,BC,16,S,control,f,1.0,-1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-141.45000000000002,59.42399999999999
324,BC,18,S,treatment,f,-14.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,9.825000000000003
325,BC,20,S,treatment,f,-15.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,11.651000000000003,10.026999999999987
326,BC,22,F,treatment,f,-2.0,0.0,-11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5820000000000003,2.5819999999999936
327,BC,24,F,treatment,f,14.0,-2.0,8.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,-122.341,30.53
328,BC,26,F,control,f,4.0,-3.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.047,85.566
329,BC,28,S,control,f,21.0,0.0,-7.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.379999999999999,-17.845000000000013
330,BC,30,S,control,f,-9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.768,-0.8580000000000041
331,BC,32,F,treatment,f,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.474999999999998,17.286999999999992
332,BC,34,F,treatment,f,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.579,-94.957
333,BC,36,F,treatment,f,-12.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.584,0.5790000000000077
334,BC,38,F,treatment,f,17.0,0.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,-117.449,46.598
335,BC,40,F,control,f,-2.0,5.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.169,8.321000000000002
336,BC,42,S,control,f,-1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,95.001,113.673
337,BC,44,F,control,f,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.306,53.30800000000001
338,BC,46,S,control,f,-21.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7180000000000002,-75.086
339,BC,48,F,treatment,f,-28.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.814,14.00200000000001
340,BC,50,F,treatment,f,-7.0,0.0,1.0,-5.0,0.0,1.0,-2.0,0.0,0.0,0.0,23.061,23.061000000000007
341,BC,52,F,treatment,f,-11.0,-9.0,1.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,91.414,84.60299999999998
342,BC,54,F,treatment,f,-11.0,-4.0,4.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,23.336000000000002,85.52199999999999
343,BC,56,F,control,f,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.071999999999999,-55.61500000000001
344,BC,58,S,control,f,-10.0,0.0,-2.0,11.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.6960000000000002,105.364
345,BC,60,F,control,f,23.0,0.0,0.0,-2.0,-1.0,2.0,0.0,0.0,0.0,0.0,-6.94,22.069999999999993
346,BC,62,S,control,f,23.0,-5.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0559999999999998,81.226
347,BC,64,F,treatment,f,13.0,-5.0,2.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0140000000000002,82.38300000000001
348,BC,66,F,treatment,f,-13.0,0.0,4.0,10.0,-1.0,0.0,-1.0,0.0,0.0,0.0,28.099,86.439
349,BC,68,F,control,f,-6.0,0.0,-5.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,-24.369000000000003,-3.3079999999999927
350,BC,70,S,control,f,-5.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,94.99100000000001,64.21100000000001
351,BC,72,S,treatment,f,-1.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,51.268,70.926
352,BC,74,S,treatment,f,-10.0,-3.0,0.0,-3.0,-5.0,2.0,0.0,0.0,0.0,0.0,61.148999999999994,75.805
353,BC,76,F,treatment,f,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.154,-10.926999999999992
354,BC,78,F,treatment,f,-10.0,0.0,-1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.4079999999999995,102.81
355,BC,80,F,control,f,-18.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.076,-97.733
356,BC,2,F,control,m,10.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.621,-1.1530000000000058
357,BC,4,S,control,m,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.365,-75.576
358,BC,6,S,treatment,m,-25.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,11.504,-5.244
359,BC,8,S,treatment,m,-13.0,2.0,-1.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,7.122,-108.999
360,BC,10,F,control,m,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.185,81.409
361,BC,12,S,control,m,-6.0,6.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.45,0.46799999999999997
362,BC,14,F,control,m,-21.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.809999999999999,10.868999999999986
363,BC,16,S,control,m,-2.0,-4.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,-19.79,85.88399999999999
364,BC,18,S,treatment,m,-14.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,12.779,-26.041000000000004
365,BC,20,S,treatment,m,2.0,0.0,-16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.027,10.026999999999987
366,BC,22,F,treatment,m,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6769999999999996,2.5819999999999936
367,BC,24,F,treatment,m,-12.0,-2.0,6.0,5.0,-2.0,4.0,0.0,0.0,0.0,0.0,1.1349999999999998,37.43000000000001
368,BC,26,F,control,m,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1350000000000002,2.046999999999997
369,BC,28,S,control,m,15.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,-1.614,80.226
370,BC,30,S,control,m,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.858,-0.8580000000000041
371,BC,32,F,treatment,m,46.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.287,17.286999999999992
372,BC,34,F,treatment,m,37.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.652,2.0889999999999986
373,BC,36,F,treatment,m,14.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5790000000000002,0.5790000000000077
374,BC,38,F,treatment,m,2.0,0.0,-1.0,7.0,-1.0,0.0,1.0,0.0,0.0,0.0,10.460999999999999,2.551000000000002
375,BC,40,F,control,m,10.0,4.0,-1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,8.557,-6.345999999999989
376,BC,42,S,control,m,17.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.875,80.458
377,BC,44,F,control,m,-36.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.20800000000001,53.30800000000001
378,BC,46,S,control,m,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.588,-0.5859999999999985
379,BC,48,F,treatment,m,11.0,0.0,-7.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-3.187000000000001,14.00200000000001
380,BC,50,F,treatment,m,-9.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,130.999,23.061000000000007
381,BC,52,F,treatment,m,1.0,-17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380999999999999,111.15799999999999
382,BC,54,F,treatment,m,-3.0,-16.0,1.0,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,8.161999999999999,119.90799999999999
383,BC,56,F,control,m,15.0,-25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1430000000000002,112.707
384,BC,58,S,control,m,-1.0,1.0,-2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.034,-93.755
385,BC,60,F,control,m,32.0,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.020000000000001,-23.479
386,BC,62,S,control,m,25.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.8620000000000001,-2.8289999999999935
387,BC,64,F,treatment,m,20.0,-3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.959999999999999,79.096
388,BC,66,F,treatment,m,2.0,-5.0,1.0,5.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-3.987000000000001,107.294
389,BC,68,F,control,m,-4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999995595,-3.3079999999999927
390,BC,70,S,control,m,2.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.662000000000001,40.093
391,BC,72,S,treatment,m,-1.0,-1.0,-2.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-14.634,73.57
